"### รายการธุรกรรมทั้งหมด"
"ลำดับ","เวลา","ประเภท","จาก","ไป","จำนวน(บาท)","หมายเหตุ","Σกระเป๋า+กอง หลังรายการ","เบิกสุทธิ หลังรายการ","ส่วนต่าง (ตรวจสมการ)"
"962","17/8/2569 12:06:14","ลงกอง","ตูน","กองกลาง","80.00","ขึ้นเป็น ฿80","11620.00","11620.00","0"
"963","17/8/2569 12:07:06","ลงกอง","แนน","กองกลาง","80.00","ตาม ฿80","11620.00","11620.00","0"
"964","17/8/2569 12:07:55","รับเงินกองกลาง","กองกลาง","แนน","1260.00","","11620.00","11620.00","0"
"965","17/8/2569 12:09:27","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"966","17/8/2569 12:09:54","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"967","17/8/2569 12:10:06","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"968","17/8/2569 12:10:23","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"969","17/8/2569 12:11:38","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11620.00","11620.00","0"
"970","17/8/2569 12:13:47","ลงกอง","ตูน","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"971","17/8/2569 12:14:22","ลงกอง","ป๋องแป๋ง","กองกลาง","140.00","ขึ้นเป็น ฿140","11620.00","11620.00","0"
"972","17/8/2569 12:15:14","ลงกอง","แนน","กองกลาง","140.00","ตาม ฿140","11620.00","11620.00","0"
"973","17/8/2569 12:15:59","ลงกอง","บอย","กองกลาง","140.00","ตาม ฿140","11620.00","11620.00","0"
"974","17/8/2569 12:16:08","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿140","11620.00","11620.00","0"
"975","17/8/2569 12:19:42","ลงกอง","แนน","กองกลาง","40.00","ขึ้นเป็น ฿40","11620.00","11620.00","0"
"976","17/8/2569 12:20:29","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"977","17/8/2569 12:20:49","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"978","17/8/2569 12:21:22","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","11620.00","11620.00","0"
"979","17/8/2569 12:22:22","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","11620.00","11620.00","0"
"980","17/8/2569 12:25:00","ลงกอง","แนน","กองกลาง","60.00","ตาม ฿60","11620.00","11620.00","0"
"981","17/8/2569 12:25:17","รับเงินกองกลาง","กองกลาง","แนน","570.00","","0.00","0.00","0"
"982","17/8/2569 12:25:17","รับเงินกองกลาง","กองกลาง","บอย","570.00","","11620.00","11620.00","0"
"983","17/8/2569 12:25:36","คืนเงินเข้า BANK","แนน","BANK","500.00","แนนถอนทุนคืนบางส่วน","11120.00","11120.00","0"
"984","17/8/2569 12:26:15","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"985","17/8/2569 12:26:58","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"986","17/8/2569 12:27:31","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"987","17/8/2569 12:28:09","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"988","17/8/2569 12:29:09","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"989","17/8/2569 12:31:19","ลงกอง","ตูน","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"990","17/8/2569 12:33:01","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"991","17/8/2569 12:35:05","ลงกอง","บอย","กองกลาง","80.00","ขึ้นเป็น ฿80","11120.00","11120.00","0"
"992","17/8/2569 12:37:20","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿80","11120.00","11120.00","0"
"993","17/8/2569 12:38:25","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","11120.00","11120.00","0"
"994","17/8/2569 12:38:41","ลงกอง","อาร์ต","กองกลาง","60.00","ตาม ฿60","11120.00","11120.00","0"
"995","17/8/2569 12:39:49","ลงกอง","บอย","กองกลาง","20.00","ขึ้นเป็น ฿20","11120.00","11120.00","0"
"996","17/8/2569 12:40:43","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"997","17/8/2569 12:40:55","ลงกอง","บอย","กองกลาง","20.00","ตาม ฿40","11120.00","11120.00","0"
"998","17/8/2569 12:41:17","ลงกอง","อาร์ต","กองกลาง","100.00","ขึ้นเป็น ฿100","11120.00","11120.00","0"
"999","17/8/2569 12:41:55","ลงกอง","บอย","กองกลาง","200.00","ขึ้นเป็น ฿200","11120.00","11120.00","0"
"1000","17/8/2569 12:42:57","ลงกอง","อาร์ต","กองกลาง","100.00","ตาม ฿200","11120.00","11120.00","0"
"1001","17/8/2569 12:43:08","รับเงินกองกลาง","กองกลาง","อาร์ต","1100.00","","11120.00","11120.00","0"
"1002","17/8/2569 12:44:48","ลงกองกลาง","อาร์ต","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"1003","17/8/2569 12:45:21","ลงกองกลาง","แนน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"1004","17/8/2569 12:46:36","ลงกองกลาง","บอย","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"1005","17/8/2569 12:46:48","ลงกองกลาง","ตูน","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"1006","17/8/2569 12:47:51","ลงกองกลาง","ป๋องแป๋ง","กองกลาง","60.00","ลงกองกลาง","11120.00","11120.00","0"
"1007","17/8/2569 12:48:42","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"1008","17/8/2569 12:49:22","ลงกอง","แนน","กองกลาง","120.00","ขึ้นเป็น ฿120","11120.00","11120.00","0"
"1009","17/8/2569 12:50:04","ลงกอง","บอย","กองกลาง","120.00","ตาม ฿120","11120.00","11120.00","0"
"1010","17/8/2569 12:51:14","ลงกอง","ตูน","กองกลาง","120.00","ตาม ฿120","11120.00","11120.00","0"
"1011","17/8/2569 12:51:46","ลงกอง","ป๋องแป๋ง","กองกลาง","120.00","ตาม ฿120","11120.00","11120.00","0"
"1012","17/8/2569 12:52:00","ลงกอง","อาร์ต","กองกลาง","80.00","ตาม ฿120","11120.00","11120.00","0"
"1013","17/8/2569 12:53:17","ลงกอง","อาร์ต","กองกลาง","100.00","ขึ้นเป็น ฿100","11120.00","11120.00","0"
"1014","17/8/2569 12:54:04","ลงกอง","แนน","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"1015","17/8/2569 12:55:06","ลงกอง","บอย","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"1016","17/8/2569 12:55:36","ลงกอง","ตูน","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"1017","17/8/2569 12:56:18","ลงกอง","ป๋องแป๋ง","กองกลาง","100.00","ตาม ฿100","11120.00","11120.00","0"
"1018","17/8/2569 12:57:31","ลงกอง","อาร์ต","กองกลาง","40.00","ขึ้นเป็น ฿40","11120.00","11120.00","0"
"1019","17/8/2569 12:58:12","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"1020","17/8/2569 12:59:02","ลงกอง","บอย","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"1021","17/8/2569 12:59:50","ลงกอง","ตูน","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"1022","17/8/2569 13:01:02","ลงกอง","ป๋องแป๋ง","กองกลาง","40.00","ตาม ฿40","11120.00","11120.00","0"
"1023","17/8/2569 13:01:58","ลงกอง","อาร์ต","กองกลาง","20.00","ขึ้นเป็น ฿20","11120.00","11120.00","0"
"1024","17/8/2569 13:02:46","ลงกอง","แนน","กองกลาง","20.00","ตาม ฿20","11120.00","11120.00","0"
"1025","17/8/2569 13:03:07","ลงกอง","บอย","กองกลาง","60.00","ขึ้นเป็น ฿60","11120.00","11120.00","0"
"1026","17/8/2569 13:03:57","ลงกอง","ตูน","กองกลาง","60.00","ตาม ฿60","11120.00","11120.00","0"
"1027","17/8/2569 13:04:45","ลงกอง","ป๋องแป๋ง","กองกลาง","60.00","ตาม ฿60","11120.00","11120.00","0"
"1028","17/8/2569 13:05:00","ลงกอง","อาร์ต","กองกลาง","40.00","ตาม ฿60","11120.00","11120.00","0"
"1029","17/8/2569 13:05:35","ลงกอง","แนน","กองกลาง","40.00","ตาม ฿60","11120.00","11120.00","0"
"1030","17/8/2569 13:06:04","รับเงินกองกลาง","กองกลาง","ป๋องแป๋ง","950.00","","0.00","0.00","0"
"1031","17/8/2569 13:06:04","รับเงินกองกลาง","กองกลาง","ตูน","950.00","","11120.00","11120.00","0"

"### รอบทั้งหมด"
"รอบที่","สถานะ","ลงกองกลาง/คน(บาท)","เงินกองรวม(บาท)","ผู้ชนะ","ผู้เริ่มรอบถัดไป","ลำดับการลง (notation)"
"1","จบแล้ว","40.00","1480.00","มิ้นท์ 1480.00","มิ้นท์","รอบลงเงิน 1: 1/40 › 2/หมอบ › 3/40 › 4/40 › 5/40 | รอบลงเงิน 2: 1/100 › 3/100 › 4/120 › 5/120 › 1/120 › 3/120 | รอบลงเงิน 3: 1/80 › 3/หมอบ › 4/180 › 5/180 › 1/หมอบ | 4/100 › 5/100"
"2","จบแล้ว","40.00","920.00","ป๋องแป๋ง 920.00","ป๋องแป๋ง","รอบลงเงิน 1: 5/0 › 1/40 › 2/หมอบ › 3/40 › 4/40 › 5/60 › 1/60 › 3/หมอบ › 4/60 | รอบลงเงิน 2: 5/0 › 1/0 › 4/0 | รอบลงเงิน 3: 5/40 › 1/40 › 4/40 | 5/60 › 1/60 › 4/160 › 5/160 › 1/หมอบ"
"3","จบแล้ว","40.00","860.00","อาร์ต 860.00","อาร์ต","รอบลงเงิน 1: 4/0 › 5/0 › 1/0 › 2/0 › 3/0 | รอบลงเงิน 2: 4/20 › 5/20 › 1/100 › 2/100 › 3/100 › 4/หมอบ › 5/100 | รอบลงเงิน 3: 1/0 › 2/0 › 3/0 › 5/0 | 1/0 › 2/0 › 3/80 › 5/หมอบ › 1/80 › 2/80"
"4","จบแล้ว","40.00","700.00","อาร์ต 700.00","อาร์ต","รอบลงเงิน 1: 1/20 › 2/หมอบ › 3/หมอบ › 4/20 › 5/20 | รอบลงเงิน 2: 1/100 › 4/หมอบ › 5/100 | รอบลงเงิน 3: 1/0 › 5/60 › 1/60 | 1/0 › 5/60 › 1/60"
"5","จบแล้ว","40.00","1720.00","ป๋องแป๋ง 860.00 / แนน 860.00","ป๋องแป๋ง","รอบลงเงิน 1: 1/0 › 2/80 › 3/80 › 4/80 › 5/80 › 1/80 | รอบลงเงิน 2: 1/0 › 2/60 › 3/60 › 4/120 › 5/120 › 1/120 › 2/หมอบ › 3/120 | รอบลงเงิน 3: 1/0 › 3/0 › 4/100 › 5/100 › 1/หมอบ › 3/180 › 4/180 › 5/หมอบ | 3/60 › 4/60"
"6","จบแล้ว","40.00","820.00","ป๋องแป๋ง 820.00","ป๋องแป๋ง","รอบลงเงิน 1: 4/100 › 5/หมอบ › 1/หมอบ › 2/100 › 3/100 | รอบลงเงิน 2: 4/0 › 2/40 › 3/40 › 4/80 › 2/หมอบ › 3/80 | รอบลงเงิน 3: 4/0 › 3/0 | 4/60 › 3/60"
"7","จบแล้ว","40.00","1020.00","มิ้นท์ 1020.00","มิ้นท์","รอบลงเงิน 1: 4/0 › 5/20 › 1/120 › 2/120 › 3/120 › 4/หมอบ › 5/120 | รอบลงเงิน 2: 1/0 › 2/0 › 3/20 › 5/20 › 1/20 › 2/หมอบ | รอบลงเงิน 3: 1/40 › 3/หมอบ › 5/140 › 1/140 | 1/0 › 5/0"
